#	f1	f2
0.220	0.116
0.219	0.136
0.245	0.109
0.226	0.114
0.223	0.148
0.222	0.146
0.239	0.147
0.226	0.146
0.217	0.145
0.249	0.145
0.232	0.145
0.258	0.150
0.228	0.127
0.235	0.119
0.090	0.618
0.083	0.593
0.096	0.603
0.087	0.631
0.101	0.621
0.077	0.606
0.089	0.597
0.096	0.619
0.100	0.615
0.075	0.630
0.097	0.615
0.093	0.588
0.072	0.593
0.324	0.113
0.344	0.123
0.352	0.141
0.343	0.114
0.354	0.128
0.347	0.122
0.321	0.126
0.329	0.122
0.341	0.113
0.329	0.152
0.340	0.120
0.348	0.115
0.122	0.224
0.145	0.215
0.112	0.211
0.125	0.223
0.149	0.214
0.095	0.146
0.081	0.112
0.072	0.136
0.101	0.112
0.084	0.148
0.077	0.120
0.085	0.131
0.088	0.131
0.091	0.112
0.087	0.108
0.090	0.120
0.073	0.378
0.101	0.410
0.091	0.401
0.094	0.402
0.100	0.391
0.076	0.397
0.075	0.370
0.091	0.395
0.085	0.371
0.104	0.386
0.088	0.391
0.100	0.407
0.295	0.396
0.287	0.395
0.296	0.403
0.302	0.411
0.291	0.389
0.283	0.406
0.289	0.385
0.313	0.414
0.315	0.375
0.306	0.382
0.286	0.382
0.200	0.088
0.199	0.096
0.176	0.104
0.193	0.103
0.194	0.097
0.189	0.084
0.115	0.150
0.149	0.119
0.129	0.139
0.108	0.157
0.122	0.127
0.134	0.111
0.143	0.115
0.115	0.116
0.125	0.137
0.113	0.116
0.154	0.132
0.133	0.135
0.117	0.136
0.144	0.146
0.126	0.124
0.106	0.579
0.115	0.603
0.111	0.597
0.110	0.619
0.111	0.522
0.118	0.520
0.120	0.510
0.115	0.505
0.108	0.489
0.126	0.496
0.114	0.485
0.075	0.266
0.091	0.314
0.084	0.307
0.099	0.277
0.098	0.311
0.102	0.278
0.093	0.314
0.099	0.296
0.091	0.283
0.096	0.296
0.099	0.313
